city,state,title,url
Asheville,North Carolina,Southern Appalachian Mineral Society,http://www.main.nc.us/sams/
Raleigh,North Carolina,Tar Heel Gem & Mineral Club,http://www.tarheelclub.org/
Bismarck,North Dakota,Central Dakota Gem & Mineral Society,https://ndrockclub.org/
Troy,Ohio,Brukner Gem and Mineral Club,http://www.bruknergemandmineralclub.com/
Cincinnati,Ohio,Cincinnati Mineral Society,http://mineralsociety.org/
Columbus,Ohio,Columbus Rock and Mineral Society,http://www.columbusrockandmineralsociety.org/
Kettering,Ohio,Dayton Gem & Mineral Society,https://www.facebook.com/The-Dayton-Gem-Mineral-Society-140478502678195/
Cincinnati,Ohio,Dry Dredgers,http://drydredgers.org/
Loveland,Ohio,Greater Cincinati Lapidary and Faceting Society,http://cincinnatilapidary.weebly.com/
Cleveland,Ohio,North Coast Fossil Club,http://ncfclub.org/
Worthington,Ohio,Ohio Geological Society,https://ohiogeosoc.org/
Cleveland,Ohio,Parma Lapidary Club,http://www.parmalapidary.com/
Mansfield,Ohio,Richland Lithic & Lapidary Society,http://rlls.webs.com/
Cuyahoga Falls,Ohio,Summit Lapidary Club,http://lapidaryclubofohio.org/
Toledo,Ohio,Toledo Gem & Rockhound Club,http://rockyreader.com/
Ada,Oklahoma,"Ada Gem, Mineral and Fossil Club",http://www.freewebs.com/agmfc/
Enid,Oklahoma,Enid Gem & Mineral Society,http://www.enidgemandmineral.org/
Oklahoma City,Oklahoma,Oklahoma Mineral and Gem Society,http://omgs-minerals.org/
Shawnee,Oklahoma,Shawnee Gem and Mineral Society,https://www.facebook.com/Shawnee-Gem-and-Mineral-Society-524175917629452/
Tulsa,Oklahoma,Tulsa Rock and Mineral Society,http://www.ttownrockhound.org/
Tahlequah,Oklahoma,Tahlequah Rock and Mineral Society,http://tramsok.webs.com/
Redmond,Oregon,Central Oregon Rock Collectors,https://corockcollectors.com/
Oregon City,Oregon,Clackamette Mineral and Gem Club,http://www.clackamettegem.org/
Portland/West Linn,Oregon,Columbia-Willamette Faceters' Guild,http://facetersguild.com/
North Bend,Oregon,FarWest Lapidary & Gem Society,http://www.farwestlapidary.org/
Hermiston,Oregon,Hatrockhounds Gem and Mineral Society,http://jall23.wixsite.com/hatrockhounds
Portland,Oregon,Millennium Diggers Club,http://www.millenniumdiggers.com/
Gresham,Oregon,Mt Hood Rock Club,https://mthoodrockclub.wordpress.com/
Hillsboro,Oregon,North American Research Group,http://narg-online.com/
Portland,Oregon,"Oregon Agate & Mineral Society, Inc.",http://www.oregonagate.org/
Newport,Oregon,Oregon Coast Agate Club,http://www.coastagates.org/
Prineville,Oregon,Prineville Rockhound Pow-Wow Assoc.,http://prineville.rocks/
Klamath Falls,Oregon,Rock and Arrowhead Club of Klamath Falls,http://www.klamathrockclub.org/
Springfield,Oregon,Springfield Thunderegg Rock Club,http://thundereggrockclub.blogspot.com/
Forest Grove,Oregon,Tualatin Valley Gem Club,https://tvrgc.org/
Salem,Oregon,"Willamette Agate and Mineral Society, Inc.",http://www.wamsi.net/
Harrisburg,Pennsylvania,"Central Pennsylvania Rock and Mineral Club, Inc.",http://www.rockandmineral.org/
Sayre,Pennsylvania,"Che-Hanna Rock and Mineral Club, Inc.",http://www.chehannarocks.com/
Philadelphia,Pennsylvania,Delaware Valley Paleontological Society,https://sites.google.com/site/dvpspaleo/
St. Peters,Pennsylvania,Friends of Mineralogy - Pennsylvania Chapter,http://www.rasloto.com/FM/
Erie,Pennsylvania,Gem City Rock and Mineral Society,http://www.gemcityrockclub.org/
Fairless Hills,Pennsylvania,Leidy Microscopical Society,http://leidymicroscopical.com/
Hanover,Pennsylvania,"Mason-Dixon Rock, Mineral, Gemological, & Lapidary Club",http://topgemz.com/
Moosic,Pennsylvania,Mineralogical Society of Northeastern Pennsylvania,http://msnepa.org/
Pittsburgh,Pennsylvania,Monongahela Rockhounds,http://www.monongahelarockhounds.org/
Stroudsburg,Pennsylvania,Monroe County Earth Science Association,http://www.mdsysconsulting.com/MCESA/
Mars,Pennsylvania,Moraine Rockbusters,http://www.morainerockbusters.org/
State College,Pennsylvania,Nittany Mineralogical Society,http://www.nittanymineral.org/
Whitehall,Pennsylvania,Pennsylvania Earth Sciences Association,http://www.mineralfest.com/
Philadelphia,Pennsylvania,Philadelphia Mineralogical Society,http://www.phillyrocks.org/
Pittsburgh,Pennsylvania,Pittsburgh Geological Society,http://www.pittsburghgeologicalsociety.org/index.html
Brookhaven,Pennsylvania,Tuscarora Lapidary Society,http://www.lapidary.org/
Warwick,Rhode Island,"Rhode Island Mineral Hunters, Inc.",http://rimh.us/
Aiken,South Carolina,Aiken Gem and Mineral Society,http://www.aikengmfs.org/
Columbia,South Carolina,Columbia Gem & Mineral Society,http://www.cgams.org/
North Charleston,South Carolina,Lowcountry Gem and Mineral Society,http://lowcountrygemandmineralsociety.org/
Central,South Carolina,Pendleton District Gem and Mineral Society,http://www.woodsmere.com/pdgms/
Greenville,South Carolina,Western South Carolina Gem and Mineral Society,http://www.wescagem.org/
Sioux Falls,South Dakota,Sioux Empire Gem and Mineral Society,http://www.segams.org/
Rapid City,South Dakota,Western Dakota Gem & Mineral Society,http://www.wdgms.org/
Knoxville,Tennessee,Knoxville Gem & Mineral Society,http://www.knoxrocks.org/
Memphis,Tennessee,Memphis Archaeological & Geological Society,http://www.memphisgeology.org/
Nashville,Tennessee,Middle Tennessee Rockhounds,http://www.rockhound.org/
"Murfreesboro, Donelson, Tullahoma",Tennessee,Mid-Tennessee Gem and Mineral Society,http://www.mtgms.org/
Arlington,Texas,Arlington Gem and Mineral Club,http://www.agemclub.org/
Austin,Texas,Austin Gem and Mineral Society,http://www.austingemandmineral.org/index.html
Abilene,Texas,Central Texas Gem & Mineral Society,http://rockclub.txol.net/
Alpine,Texas,Chihuahuan Desert Gem and Mineral Club,http://www.cdgmc.org/
Houston,Texas,Clear Lake Gem and Mineral Society,http://www.clgms.org/
Fort Worth,Texas,"Cowtown Gem, Mineral & Glass Society",http://cera-fw.org/gem-mineral-glass/
Dallas,Texas,Dallas Gem and Mineral Society,http://www.dallasgemandmineral.org/
Dallas,Texas,Dallas Paleontological Society,https://dps.wildapricot.org/
Tyler,Texas,East Texas Gem and Mineral Society,http://www.etgms.com/
El Paso,Texas,"El Paso Mineral and Gem Society, Inc.",http://www.epmgs.com/
Fort Worth,Texas,Fort Worth Gem and Mineral Club,http://www.fortworthgemandmineralclub.org/
Fredericksburg,Texas,Fredericksburg Rockhounds,http://fredericksburgrockhounds.org/
San Antonio,Texas,Geological Society of San Antonio,http://www.geosa.org/
Amarillo,Texas,"Golden Spread Gem, Mineral and Treasure Society",http://www.amarillotreasure.com/
Corpus Christi,Texas,Gulf Coast Gem & Mineral Society,http://www.gcgms.org/
Houston,Texas,Houston Gem and Mineral Society,http://www.hgms.org/
Lubbock,Texas,Lubbock Gem and Mineral Society,http://www.lubbockgemandmineral.org/
Midland,Texas,"Midland Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/
Dallas,Texas,Oak Cliff Gem and Mineral Society,http://www.ocgemandmineral.com/
Austin,Texas,Paleontological Society of Austin,http://www.austinpaleo.org/
Jasper,Texas,Pine Country Gem & Mineral Society,http://www.pinecountry-gms.org/
Huntsville,Texas,Piney Woods Gem & Mineral Society,http://www.pwgms.org/
Dallas,Texas,Pleasant Oaks Gem & Mineral Club,http://www.pogmc.org/
Rollin' Rock Club Of Texas And Any Other State Or Country Of The World and Outer Space,Texas,"Rollin' Rock Club, Inc.",https://sites.google.com/site/rollinrockclub/
San Antonio,Texas,South Texas Geological Society,http://www.stgs.org/
San Antonio,Texas,Southwest Gem and Mineral Society,http://www.swgemandmineral.org/
Houston,Texas,Texas Faceters Guild,http://texasfacetersguild.org/
Temple,Texas,"Tri-City Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/
Waco,Texas,Waco Gem and Mineral Club,http://www.wacogemandmineral.org/
Georgetown,Texas,Williamson County Gem and Mineral Society,http://www.wcgms.org/
Decatur,Texas,"Wise County Fossil, Rock and Mineral Society",http://wisecofossilrockandmineralsoc.weebly.com/
Ogden,Utah,Beehive Rock and Gem Club,http://www.beehiverockandgem.com/
Smithfield,Utah,Cache Rock and Gem Club,http://cacherockgemclub.weebly.com/
Ogden,Utah,Golden Spike Gem & Mineral Society,http://goldenspikegem.org/
Salt Lake City,Utah,Mineral Collectors of Utah,http://m-c-u.org/
Moab,Utah,Moab Rock Club,https://www.facebook.com/Moab-Rock-Club-1508131859497762/
Sandy,Utah,Rockhounders Outreach for Community Knowledge,http://www.rockhoundersock.com/
Provo,Utah,Timpanogos Gem & Mineral Society,http://timprocks.weebly.com/
Tooele,Utah,Tooele Gem & Mineral Society,https://www.facebook.com/Tooele-Gem-Mineral-Society-1742342656045404/
Salt Lake City,Utah,Wasatch Gem Society,http://www.wasatchgemsociety.com/
Burlington,Vermont,Burlington Gem and Mineral Club,http://www.burlingtongemandmineralclub.org/
Rutland,Vermont,Rutland Rock & Mineral Club,http://www.rutlandrockmineralclub.50webs.com/
Manassas,Virginia,"Gem and Mineral Hunters, Inc.",http://www.gmhonline.org/
Lynchburg,Virginia,Gem and Mineral Society of Lynchburg,http://www.lynchburgrockclub.org/
Hampton,Virginia,Gem and Mineral Society of the Virginia Peninsula,http://www.gmsvp.org/
Arlington,Virginia,"Northern Virginia Mineral Club, Inc.",http://www.novamineralclub.org/
Richmond,Virginia,Richmond Gem & Mineral Society,http://www.rgms-va.info/
Roanoke,Virginia,Roanoke Valley Mineral & Gem Society,https://www.facebook.com/RVMGS/
Waynesboro,Virginia,Shenandoah Valley Gem & Mineral Society,http://www.shenandoahvalleyrockclub.org/
Virginia Beach,Virginia,Tidewater Gem & Mineral Society,http://tgms.weebly.com/
Bellevue,Washington,"Bellevue Rock Club, Inc.",http://www.bellevuerockclub.org/
Kent,Washington,Cascade Mineralogical Society Inc,http://www.cascademineralogicalsociety.org/
Port Angeles,Washington,Clallam County Gem & Mineral Association,http://www.olympicrocks.com/
Darrington,Washington,Darrington Rock & Gem Club,https://www.facebook.com/DarringtonRGC/
Kirkland,Washington,East KingCo Rock Club,http://www.eastkingco.org/
Everett,Washington,Everett Rock & Gem Club,http://www.everettrockclub.com/
Wenatchee,Washington,Ginkgo Mineral Society,http://wenatcheerockclub.org/
Bremerton,Washington,Kitsap Mineral and Gem Societ,http://www.kmgs.org/
Kennewick,Washington,"Lakeside Gem & Mineral Club, Inc.",http://www.lakesidegemandmineralclub.com/
Edmonds,Washington,Maplewood Rock & Gem Community Club,http://www.maplewoodrockclub.com/
Walla Walla,Washington,Marcus Whitman Gem and Mineral Society,https://www.sites.google.com/site/mwgemandmineral/
Marysville,Washington,"Marysville Rock & Gem Club, Inc.",https://sites.google.com/site/marysvillerockngemclub/
Bellingham,Washington,Mount Baker Rock And Gem Club,http://mtbakerrockclub.org/
Kent,Washington,North American Miners Association,http://www.namaminers.org/
Mount Vernon,Washington,North Puget Sound Facetors Guild,http://www.facetguild.com/
Puget Sound,Washington,Northwest Paleontological Association,http://nwpaleo.org/
Arden,Washington,Panorama Gem & Mineral Club,http://panoramagem.com/
Puyallup,Washington,Puyallup Valley Gem & Mineral Club,https://www.facebook.com/PuyallupValleyGemClub
Mt. Vernon,Washington,Skagit Rock and Gem Club,https://www.skagitrockandgem.com/
Spokane Valley,Washington,Spokane Rock Rollers Club,http://www.rockrollers.org/WP/
Seattle,Washington,North Seattle Lapidary & Mineral Club,http://www.northseattlerockclub.org
Olympia,Washington,Washington Agate and Mineral Society,https://wamsolympia.wordpress.com
Seattle,Washington,West Seattle Rock Club,http://www.westseattlerockclub.org/
Yakima,Washington,Yakima Rock & Mineral Club,http://www.yakimarockclub.com/
Charleston,West Virginia,Kanawha Rock and Gem Club,http://www.kanawharockandgemclub.org/
Morgantown,West Virginia,Prehistoric West Virginia,http://prehistoricplanet.com/wv/
Clarksburg,West Virginia,West Virginia Fossil Club Inc,http://www.westvirginiafossilclub.com/
Monroe,Wisconsin,"Badger Lapidary & Geological Society, Inc.",http://www.badgerrockclub.org/
La Crosse,Wisconsin,Coulee Rock Club of La Crosse,https://www.facebook.com/pages/The-Coulee-Rock-Club/182345351787782
Marshfield & Stevens Point,Wisconsin,Heart of Wisconsin Gem & Mineral Society,https://www.heartofwisconsinrocks.com/
Pewaukee,Wisconsin,Kettle Moraine Geological Society,http://www.kmgsrocks.com/
Minocqua,Wisconsin,Lakeland Gem Club,http://www.lakelandgemclub.com/
Madison,Wisconsin,Madison Gem and Mineral Club,http://www.madisonrockclub.org/
Cameron,Wisconsin,Northwest Wisconsin Gem & Mineral Society,http://www.cameronamericanlegion.org/rockclub.html
Oshkosh,Wisconsin,Oshkosh Earth Science Club,https://sites.google.com/site/oshkoshearthscienceclub/home
Racine,Wisconsin,"Racine Geological Society, Inc",http://rgs-wi.tripod.com/
Menasha,Wisconsin,Weis'n'Miners Geology Club,http://www.weismuseum.org/geology-club.html
West Allis,Wisconsin,Wisconsin Geological Society,http://www.wisgeologicalsociety.com/
Cody,Wyoming,Cody 59ers Rock Club,http://www.cody59ers.com/
Riverton,Wyoming,Riverton Mineral and Gem Society,http://www.rivertonmgs.com/
Cody,Wyoming,Wyoming State Mineral and Gem Society,http://wymineralandgemsociety.org
